TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
f002604,11,여,20,6,1,1,3,3,,4,6,3,4,42,42150,47,47130,41,41480,3,2,2,4,3,5,2,7,서울특별시,경북,2인 여행(가족 외),2023-06-08~2023-06-09,9,3,5,1
f000849,11,여,20,5,1,1,2,2,,4,4,4,1,50,50110,46,46130,42,42150,2,3,4,2,1,4,5,3,서울특별시,강원,나홀로 여행,2023-05-21~2023-05-21,2,10,1,0
f015527,48,남,30,7,1,2,4,2,,5,5,2,1,26,26110,48,48120,27,27290,6,4,5,2,2,4,2,5,경상남도,부산,2인 가족 여행,2023-09-11~2023-09-11,1,3,2,1
f003789,42,여,20,6,1,1,2,3,,4,4,2,4,26,26200,47,47110,47,47130,4,1,1,2,4,2,1,7,강원도,강원,2인 가족 여행,2023-07-01~2023-07-01,3,5,7,1
f012788,41,남,20,4,2,1,4,12,,1,7,3,2,46,46150,42,42150,29,29110,1,1,1,4,5,3,5,6,경기도,강원,2인 여행(가족 외),2023-08-27~2023-08-28,1,3,2,1
f012224,26,여,30,4,1,1,4,12,,1,6,3,4,11,11170,26,26350,47,47130,3,3,3,6,3,5,3,6,부산광역시,경북,2인 여행(가족 외),2023-08-24~2023-08-25,3,9,1,1
f009169,48,여,30,6,1,2,2,3,,4,8,3,12,27,27110,26,26230,11,11110,4,4,5,6,6,4,6,4,경상남도,경남,2인 여행(가족 외),2023-08-20~2023-08-20,1,2,3,1
f016432,11,남,40,7,1,2,2,3,,7,8,2,2,42,42210,42,42110,50,50130,4,2,3,6,6,2,1,7,서울특별시,강원,2인 가족 여행,2023-09-16~2023-09-16,1,7,2,1
f011568,31,남,40,6,1,1,2,4,,4,5,1,1,48,48840,42,42150,50,50130,1,7,1,3,1,1,1,7,울산광역시,경남,2인 여행(가족 외),2023-08-27~2023-08-28,3,2,9,1
f004253,27,여,40,5,1,1,1,3,,3,,3,2,26,26500,11,11440,47,47130,4,4,4,4,6,3,6,6,대구광역시,울산,2인 여행(가족 외),2023-07-17~2023-07-18,7,1,2,1
f006394,48,여,40,6,1,2,4,2,,5,7,2,2,48,48840,48,48860,48,48890,1,6,2,3,6,2,6,6,경상남도,경남,자녀 동반 여행,2023-08-09~2023-08-09,1,8,7,3
f015595,41,남,20,6,1,1,1,3,,7,,2,1,42,42210,42,42170,42,42130,6,7,3,4,4,4,4,4,경기도,강원,2인 여행(가족 외),2023-09-02~2023-09-02,3,1,5,1
f009480,26,여,20,4,1,1,3,12,,1,3,3,4,26,26350,47,47170,47,47130,2,2,1,6,6,2,1,6,부산광역시,경북,2인 여행(가족 외),2023-08-31~2023-08-31,7,8,2,1
f009203,31,남,30,4,2,1,4,12,,1,12,2,1,11,11170,26,26500,31,31140,7,4,1,7,7,7,4,7,울산광역시,부산,3인 이상 여행(가족 외),2023-09-09~2023-09-09,3,1,7,3
f001424,11,여,20,4,1,1,5,12,,2,12,3,5,26,26350,50,50130,41,41570,6,1,2,3,2,4,5,6,서울특별시,부산,부모 동반 여행,2023-05-26~2023-05-28,10,,,4
f001878,27,여,40,5,1,2,5,2,,1,6,2,2,48,48840,50,50130,48,48240,2,4,1,4,4,1,4,7,대구광역시,경남,자녀 동반 여행,2023-05-28~2023-05-29,3,8,7,4
f012934,48,남,40,5,1,4,2,8,,7,7,2,2,48,48310,47,47110,46,46130,6,4,7,2,7,7,6,7,경상남도,경남,3인 이상 여행(가족 외),2023-08-26~2023-08-27,1,2,5,2
f015643,41,남,40,6,1,1,4,4,,5,9,3,4,42,42150,46,46730,48,48220,1,2,4,3,4,2,3,3,경기도,강원,2인 여행(가족 외),2023-09-05~2023-09-05,3,2,1,1
f015754,11,여,30,6,1,1,2,2,,5,5,2,1,42,42150,42,42110,41,41360,2,2,2,2,2,4,2,3,서울특별시,강원,2인 여행(가족 외),2023-09-08~2023-09-08,3,2,1,1
f000452,11,여,40,7,1,2,3,1,,8,9,4,7,41,41480,30,30140,44,44180,2,2,1,1,7,6,6,7,서울특별시,강원,3인 이상 여행(가족 외),2023-05-28~2023-05-29,7,8,1,2
f004498,28,여,30,6,1,1,1,3,,5,,3,4,50,50130,42,42150,42,42750,2,2,1,1,1,1,1,3,인천광역시,강원,3인 이상 여행(가족 외),2023-07-14~2023-07-15,3,2,1,2
f003665,26,남,40,6,1,1,4,4,,4,6,3,10,50,50130,42,42150,45,45110,1,1,1,7,1,1,1,7,부산광역시,경북,2인 여행(가족 외),2023-07-02~2023-07-02,3,2,5,1
f007245,30,여,20,6,1,1,1,3,,4,,4,1,42,42150,50,50130,11,11110,4,2,5,4,4,5,4,7,대전광역시,강원,2인 여행(가족 외),2023-08-17~2023-08-18,7,8,1,1
f005135,41,남,50,6,1,4,1,2,,7,,3,2,44,44210,42,42210,41,41590,2,4,2,4,3,2,4,2,경기도,강원,2인 여행(가족 외),2023-08-11~2023-08-12,6,3,1,1
f005925,28,남,30,5,4,1,1,13,,4,,2,2,50,50130,28,28710,48,48870,2,2,2,3,2,1,4,6,인천광역시,부산,2인 여행(가족 외),2023-08-12~2023-08-13,5,3,1,1
f008775,26,여,20,6,2,1,3,12,,1,1,2,1,26,26500,47,47130,47,47110,4,4,4,3,4,5,6,5,부산광역시,경북,2인 여행(가족 외),2023-08-23~2023-08-24,3,2,,1
f004420,11,여,20,6,5,1,2,12,,1,12,3,3,50,50130,42,42150,41,41360,3,1,4,4,2,4,4,5,서울특별시,강원,2인 여행(가족 외),2023-07-13~2023-07-14,1,2,7,1
f007959,41,남,30,6,1,2,3,2,,8,10,3,2,41,41130,41,41460,11,11140,7,7,7,1,1,4,4,3,경기도,대구,자녀 동반 여행,2023-09-10~2023-09-11,2,9,3,2
f008053,31,여,30,4,1,1,4,12,,1,6,2,2,50,50110,26,26350,11,11170,3,1,3,3,4,5,6,6,울산광역시,경북,2인 여행(가족 외),2023-08-20~2023-08-20,7,2,1,1
f001287,27,여,60,4,1,2,2,13,,2,4,2,1,47,47850,48,48840,42,42110,3,6,4,3,4,3,2,6,대구광역시,경북,3대 동반 여행(친척 포함),2023-05-29~2023-05-29,3,8,1,2
f001705,26,여,40,6,1,2,4,11,,1,6,2,2,50,50110,48,48860,43,43150,2,6,5,6,5,4,6,2,부산광역시,경남,자녀 동반 여행,2023-05-27~2023-05-27,3,6,1,3
f001672,27,남,20,4,1,1,4,4,,3,7,2,1,42,42830,50,50130,26,26350,1,3,2,3,2,1,4,5,대구광역시,경북,2인 여행(가족 외),2023-06-08~2023-06-09,1,2,4,1
f014737,41,여,20,5,1,1,1,2,,4,,2,1,26,26500,44,44825,50,50130,1,1,1,1,1,1,1,6,경기도,강원,3인 이상 여행(가족 외),2023-08-31~2023-08-31,1,3,2,1
f000881,41,여,30,6,1,1,1,2,,4,,3,5,42,42150,47,47130,46,46710,2,2,1,4,4,4,5,6,서울특별시,강원,2인 여행(가족 외),2023-06-03~2023-06-04,4,7,2,1
f005316,11,여,60,6,1,2,4,1,,7,7,3,6,50,50130,42,42210,28,28710,2,4,4,3,2,4,2,2,서울특별시,강원,자녀 동반 여행,2023-08-06~2023-08-07,3,1,2,3
f016679,27,여,20,6,2,1,3,12,,1,9,1,4,26,26350,11,11230,45,45130,1,1,1,1,1,1,6,6,대구광역시,경북,2인 여행(가족 외),2023-09-16~2023-09-16,7,3,2,1
f015930,26,여,20,6,1,1,4,3,,4,11,2,1,47,47130,27,27110,47,47110,4,3,3,4,3,5,5,5,부산광역시,대구,2인 여행(가족 외),2023-09-08~2023-09-08,3,,,1
f006333,27,여,40,6,1,2,4,13,,3,6,2,2,47,47130,47,47150,26,26350,4,5,3,4,5,6,2,6,대구광역시,경북,나홀로 여행,2022-08-09~2022-08-09,1,2,4,0
f007918,47,여,20,6,1,1,4,12,,2,6,3,5,26,26350,47,47130,11,11140,4,2,2,4,4,5,2,5,경상북도,울산,부모 동반 여행,2023-08-15~2023-08-15,7,1,5,3
f013989,27,남,20,6,2,1,2,12,,3,3,2,1,47,47170,26,26410,47,47110,6,4,3,2,2,5,3,6,대구광역시,경북,2인 여행(가족 외),2023-08-31~2023-08-31,3,7,5,1
f000012,41,남,30,7,1,1,1,2,,5,,3,4,11,11110,11,11170,43,43110,2,1,5,5,1,2,2,7,경기도,강원,2인 여행(가족 외),2023-04-30~2023-05-02,2,3,1,1
f003791,27,여,30,5,1,1,3,2,,4,6,3,10,11,11440,47,47170,26,26350,5,3,6,4,1,4,2,6,대구광역시,경북,2인 여행(가족 외),2023-07-16~2023-07-16,2,1,,1
f014495,11,여,30,4,1,1,1,4,,4,,3,3,26,26500,27,27290,11,11410,3,3,3,2,2,5,3,6,서울특별시,강원,나홀로 여행,2023-08-31~2023-08-31,2,4,10,0
f005591,11,여,30,7,2,1,1,3,,2,,2,1,42,42210,50,50110,27,27710,4,1,1,4,5,2,6,6,서울특별시,경북,2인 여행(가족 외),2023-09-08~2023-09-09,8,7,3,1
f005106,27,남,30,6,2,1,4,12,,2,7,2,1,26,26500,11,11680,11,11440,4,1,1,5,3,1,7,1,대구광역시,부산,2인 여행(가족 외),2023-07-29~2023-07-30,1,2,5,1
f004123,11,여,20,6,1,1,1,2,,4,,2,2,27,27200,47,47190,26,26350,4,1,6,1,1,4,3,6,서울특별시,부산,2인 여행(가족 외),2023-07-29~2023-07-30,9,2,3,1
f006178,41,여,30,6,1,1,3,2,,4,8,3,2,50,50130,42,42230,26,26350,3,2,2,2,2,3,3,4,경기도,강원,2인 여행(가족 외),2023-08-24~2023-08-25,1,2,3,1
f014411,11,남,30,6,1,1,1,3,,5,,3,3,48,48170,27,27290,26,26230,1,7,2,6,3,6,2,6,서울특별시,부산,나홀로 여행,2023-08-31~2023-08-31,1,8,7,0
f010254,31,여,20,4,1,1,4,12,,1,5,3,2,26,26380,11,11680,31,31140,6,2,2,2,2,4,2,6,울산광역시,부산,나홀로 여행,2023-08-29~2023-08-30,1,4,2,0
f006356,26,여,40,6,1,2,4,2,,1,10,2,1,48,48330,26,26350,48,48840,2,5,2,5,6,2,2,6,부산광역시,경남,자녀 동반 여행,2023-08-12~2023-08-12,2,5,1,5
f015738,27,여,30,6,1,1,4,13,,1,3,3,4,42,42150,47,47130,50,50110,4,4,2,2,6,4,1,7,대구광역시,경북,나홀로 여행,2023-09-20~2023-09-20,1,5,7,0
f001754,26,남,50,6,1,2,4,3,,8,11,2,1,48,48170,47,47110,46,46770,6,2,5,7,6,5,6,2,부산광역시,경북,자녀 동반 여행,2023-06-09~2023-06-10,2,1,3,3
f001532,42,남,60,6,1,2,3,3,,5,10,2,2,42,42210,42,42150,46,46130,2,4,4,3,1,6,4,4,강원도,경북,2인 여행(가족 외),2023-05-30~2023-06-01,7,8,1,1
f013969,11,여,30,6,1,1,2,12,,2,5,3,2,50,50130,50,50110,30,30170,4,3,4,4,4,3,3,5,서울특별시,경남,2인 여행(가족 외),2023-09-02~2023-09-03,2,1,7,1
f001767,26,남,60,6,1,2,2,2,,5,7,3,4,47,47170,50,50130,46,46150,2,6,3,4,1,4,3,5,부산광역시,경북,나홀로 여행,2023-06-05~2023-06-05,8,4,1,0
f012992,47,여,30,4,1,1,4,12,,1,6,2,1,47,47130,26,26350,27,27110,4,3,4,2,3,3,5,3,경상북도,경북,2인 여행(가족 외),2023-08-27~2023-08-27,3,1,7,1
f003666,11,여,20,6,1,1,3,3,,5,11,3,4,42,42150,42,42110,11,11110,4,3,2,4,6,6,2,6,서울특별시,경북,2인 여행(가족 외),2023-06-25~2023-06-25,3,7,1,1
f016490,31,여,30,7,1,1,1,5,,2,,3,10,42,42210,42,42150,50,50130,1,1,7,2,1,6,6,7,울산광역시,부산,2인 여행(가족 외),2023-09-08~2023-09-08,1,7,3,1
f010650,41,여,30,6,1,1,3,3,,5,9,3,5,26,26500,50,50130,11,11110,2,4,3,3,5,3,3,6,경기도,강원,부모 동반 여행,2023-08-26~2023-08-26,1,2,7,9
f003453,41,여,30,7,1,2,2,3,,6,10,2,1,50,50130,50,50110,26,26410,3,1,4,2,4,4,7,3,경기도,부산,3인 이상 여행(가족 외),2023-06-23~2023-06-23,3,4,1,3
f003349,11,여,30,6,1,2,2,3,,4,10,2,1,42,42210,50,50130,41,41820,4,4,2,1,4,4,5,6,서울특별시,강원,2인 가족 여행,2023-06-17~2023-06-17,2,1,8,1
f000931,26,여,60,2,1,3,2,9,,3,4,3,2,48,48250,31,31140,48,48270,1,2,7,7,1,7,7,2,부산광역시,경남,나홀로 여행,2023-05-19~2023-05-21,2,1,6,0
f001468,41,여,40,5,1,1,3,13,,4,10,3,5,26,26350,42,42150,43,43150,6,1,6,1,1,5,7,7,경기도,부산,2인 여행(가족 외),2023-05-25~2023-05-30,2,4,1,1
f011055,48,남,20,6,2,1,4,12,,1,6,3,2,50,50130,47,47130,42,42150,4,4,4,4,4,4,4,4,경상남도,경북,2인 여행(가족 외),2023-08-23~2023-08-23,2,5,1,1
f008741,26,남,20,6,1,1,4,3,,4,7,3,8,50,50110,47,47130,11,11110,1,1,1,4,7,1,1,2,부산광역시,경북,2인 여행(가족 외),2023-08-29~2023-08-30,1,3,2,1
f001275,11,남,40,6,1,1,3,3,,7,9,3,10,42,42150,42,42210,45,45130,4,2,3,4,1,4,3,5,서울특별시,강원,2인 여행(가족 외),2023-06-03~2023-06-05,2,1,3,1
f008031,42,여,20,6,1,1,3,3,,2,4,3,4,42,42150,11,11710,26,26350,3,1,2,5,1,6,1,5,강원도,강원,부모 동반 여행,2023-08-19~2023-08-20,3,1,2,2
f005351,41,여,30,6,1,1,2,4,,4,8,3,2,42,42110,50,50130,26,26350,2,3,1,2,1,2,1,6,경기도,경북,2인 여행(가족 외),2023-08-11~2023-08-12,1,2,8,1
f001567,47,남,60,7,1,3,1,2,,5,,2,2,31,31710,26,26350,46,46130,2,2,2,3,2,2,3,4,경상북도,울산,2인 여행(가족 외),2023-05-27~2023-05-28,1,2,3,1
f008563,48,여,40,7,1,2,4,4,,5,8,2,1,26,26350,48,48310,11,11110,2,1,2,5,4,3,5,1,경상남도,경남,2인 가족 여행,2023-08-27~2023-08-27,3,8,6,1
f006360,26,남,30,6,1,1,1,3,,4,,2,2,26,26350,48,48890,31,31170,2,3,3,2,3,5,3,2,부산광역시,울산,2인 여행(가족 외),2022-08-12~2022-08-12,2,1,6,1
f011240,26,여,30,6,1,1,1,4,,4,,3,3,47,47930,47,47130,48,48840,1,1,4,3,1,2,2,5,부산광역시,경북,2인 여행(가족 외),2023-08-26~2023-08-26,1,7,3,1
f012160,11,여,30,6,2,1,4,12,,2,8,3,7,50,50110,42,42150,42,42210,1,1,1,3,4,4,6,5,서울특별시,강원,2인 여행(가족 외),2023-08-24~2023-08-25,3,5,2,1
f000764,45,여,20,6,1,1,1,2,,8,,2,1,50,50130,11,11110,42,42170,7,4,1,1,1,7,1,7,전라북도,부산,나홀로 여행,2023-05-27~2023-05-29,1,2,7,0
f011733,26,여,20,6,2,1,4,12,,2,10,3,2,11,11680,47,47130,27,27110,7,3,6,2,1,7,7,7,부산광역시,경북,2인 여행(가족 외),2023-09-09~2023-09-09,2,3,,1
f001205,11,여,30,6,1,1,3,3,,2,7,4,1,42,42130,50,50110,47,47110,3,2,2,3,4,2,4,4,서울특별시,경북,2인 여행(가족 외),2023-06-03~2023-06-04,1,2,3,1
f009181,42,남,40,7,1,2,3,2,,5,8,2,3,42,42150,50,50130,11,11680,2,1,3,2,1,5,2,6,강원도,강원,자녀 동반 여행,2023-08-19~2023-08-19,1,8,3,1
f003164,47,여,20,6,1,1,1,3,,3,,3,4,47,47130,27,27230,11,11440,4,4,1,4,7,1,1,4,경상북도,대구,3인 이상 여행(가족 외),2023-07-01~2023-07-01,3,7,1,3
f001364,41,남,50,7,1,2,3,13,,1,6,3,3,41,41820,42,42210,50,50110,4,2,4,2,3,4,4,4,경기도,강원,3대 동반 여행(친척 포함),2023-05-24~2023-05-27,1,3,2,4
f001083,41,여,50,6,1,2,3,3,,4,7,2,3,42,42170,41,41460,28,28185,1,1,1,1,4,1,3,6,경기도,부산,자녀 동반 여행,2023-05-29~2023-05-31,8,3,,2
f003928,48,여,40,6,1,1,3,2,,5,5,3,3,48,48310,42,42170,50,50130,2,7,5,2,2,5,5,6,경상남도,강원,3인 이상 여행(가족 외),2023-07-28~2023-07-29,3,1,2,2
f007952,28,남,20,6,1,1,1,2,,5,,3,3,46,46130,26,26710,42,42150,2,1,1,2,6,1,7,7,인천광역시,강원,2인 여행(가족 외),2023-08-24~2023-08-25,2,4,1,1
f012305,41,여,30,8,1,1,2,2,,6,6,2,1,47,47130,42,42150,31,31110,1,5,7,2,1,2,7,5,경기도,경북,3인 이상 여행(가족 외),2023-08-26~2023-08-26,8,2,1,1
f003438,47,여,30,6,1,1,1,3,,1,,2,1,41,41110,11,11680,27,27260,2,2,2,1,6,1,1,5,경상북도,대구,2인 여행(가족 외),2023-06-18~2023-06-18,3,,,1
f001370,41,남,20,6,1,1,4,3,,4,5,3,3,28,28710,41,41460,26,26290,2,2,1,4,4,1,3,4,경기도,강원,3인 이상 여행(가족 외),2023-06-05~2023-06-06,3,2,1,2
f003086,48,여,30,6,1,1,3,3,,4,6,3,6,50,50130,46,46150,27,27110,6,6,2,2,2,4,6,4,경상남도,경남,2인 가족 여행,2023-06-10~2023-06-10,3,1,2,1
f008381,27,여,30,4,1,2,3,4,,2,5,2,2,26,26710,42,42230,50,50110,1,4,4,5,4,4,6,6,대구광역시,경북,나홀로 여행,2023-08-22~2023-08-22,1,6,8,0
f004116,41,여,20,6,1,1,4,2,,4,6,3,5,50,50110,42,42150,26,26350,2,2,3,3,6,5,1,7,경기도,강원,2인 여행(가족 외),2023-07-08~2023-07-08,1,2,3,1
f000370,11,남,50,7,1,2,3,2,,7,7,3,4,42,42210,46,46150,50,50130,2,4,3,6,6,2,1,3,서울특별시,경남,자녀 동반 여행,2023-05-27~2023-05-29,3,7,8,2
f005983,26,남,20,6,1,1,1,7,,4,,2,1,26,26500,27,27710,41,41110,4,1,1,4,4,4,4,4,부산광역시,경남,나홀로 여행,2023-08-13~2023-08-14,7,,,0
f011755,11,여,20,6,1,1,1,3,,4,,3,6,42,42150,47,47110,26,26350,1,2,2,3,2,6,6,6,서울특별시,대구,2인 여행(가족 외),2023-08-26~2023-08-27,2,7,3,1
f000026,41,남,30,6,1,1,1,2,,7,,2,2,42,42210,45,45130,48,48310,3,2,3,4,3,5,5,5,경기도,강원,2인 가족 여행,2023-04-28~2023-04-30,3,2,1,1
f005424,47,여,20,7,2,1,3,12,,2,6,3,4,26,26500,11,11170,11,11650,4,3,2,3,4,4,6,4,경상북도,부산,나홀로 여행,2023-08-05~2023-08-06,1,2,4,0
f000435,26,여,30,5,5,2,4,11,,1,5,2,2,50,50110,46,46130,47,47130,4,5,2,6,6,2,2,6,부산광역시,경남,3인 이상 여행(가족 외),2023-05-20~2023-05-20,2,8,1,4
f002742,41,여,50,4,1,2,4,11,,2,10,2,1,42,42210,42,42730,41,41830,1,6,6,1,1,1,2,2,경기도,강원,3대 동반 여행(친척 포함),2023-06-06~2023-06-07,2,1,3,3
f016448,26,여,40,7,1,5,3,2,,2,4,3,10,48,48310,31,31170,48,48330,4,4,4,5,3,4,5,3,부산광역시,경남,나홀로 여행,2023-09-08~2023-09-08,1,10,,0
f016446,11,여,30,5,1,1,2,3,,4,7,3,2,42,42210,11,11170,41,41290,6,2,4,4,2,3,2,6,서울특별시,강원,나홀로 여행,2023-09-16~2023-09-16,7,2,4,0
f015022,36,여,30,6,1,2,2,3,,6,12,3,6,45,45740,50,50130,50,50110,1,1,2,3,2,3,4,3,세종특별자치시,강원,2인 가족 여행,2023-09-15~2023-09-16,1,2,3,1
f008899,47,여,20,4,1,1,5,12,,2,7,3,11,50,50130,11,11500,26,26350,4,1,1,3,5,3,1,6,경상북도,울산,2인 여행(가족 외),2023-08-31~2023-09-01,1,3,7,1
f010239,26,남,20,6,3,1,4,4,,3,10,4,1,26,26710,11,11650,48,48220,5,6,2,1,1,6,7,7,부산광역시,울산,2인 여행(가족 외),2023-08-26~2023-08-26,3,1,5,1
f000822,31,남,30,8,2,1,1,12,,3,,2,1,42,42170,42,42150,46,46810,2,2,2,2,2,2,2,2,울산광역시,경남,2인 여행(가족 외),2023-06-03~2023-06-05,2,1,3,1
f013431,42,여,40,6,1,2,1,3,,5,,3,3,42,42170,50,50130,11,11680,2,2,1,3,3,3,5,3,서울특별시,경북,3인 이상 여행(가족 외),2023-09-02~2023-09-03,2,3,6,4
f015584,47,여,30,6,1,2,3,3,,4,8,2,3,26,26350,11,11680,42,42150,4,3,4,3,4,5,4,5,경상북도,부산,자녀 동반 여행,2023-09-09~2023-09-09,3,8,,1
f007218,11,남,30,6,1,2,2,1,,7,11,2,2,26,26350,42,42150,48,48220,2,2,3,5,6,6,2,7,서울특별시,강원,나홀로 여행,2023-08-13~2023-08-14,1,7,2,0
f015601,48,여,40,7,1,2,4,3,,5,8,2,2,48,48120,48,48170,48,48860,6,5,5,5,5,5,3,6,경상남도,경남,자녀 동반 여행,2023-09-09~2023-09-09,6,3,1,3
f001559,45,여,30,6,1,2,3,2,,5,9,3,5,50,50130,50,50110,46,46710,1,1,1,1,6,1,1,7,전라북도,경남,자녀 동반 여행,2023-06-08~2023-06-09,3,5,1,2
f000864,11,남,20,6,1,1,4,3,,4,9,2,1,50,50110,26,26350,41,41190,6,1,2,1,3,2,4,4,서울특별시,부산,3인 이상 여행(가족 외),2023-06-09~2023-06-11,5,2,3,2
f000495,30,남,30,6,1,1,3,3,,4,8,2,1,31,31200,31,31170,31,31710,6,2,2,4,4,4,6,4,대전광역시,울산,2인 여행(가족 외),2023-05-20~2023-05-21,2,3,,1
f001333,11,여,20,6,1,1,1,3,,5,,2,1,48,48310,26,26350,42,42150,1,2,2,3,6,2,2,6,서울특별시,강원,2인 여행(가족 외),2023-05-29~2023-05-30,2,3,1,1
f013039,41,남,30,4,1,1,4,12,,2,4,1,2,26,26350,42,42150,45,45110,7,1,3,2,4,5,3,6,경기도,강원,2인 여행(가족 외),2023-08-29~2023-08-30,3,1,5,1
f010537,31,여,30,6,1,1,4,3,,4,10,3,5,11,11650,26,26350,48,48220,5,5,5,5,6,3,6,7,울산광역시,부산,2인 여행(가족 외),2023-08-25~2023-08-25,3,,,1
f006876,26,여,20,6,1,1,1,3,,4,,2,1,11,11440,46,46130,47,47130,3,2,5,3,5,6,6,5,부산광역시,울산,나홀로 여행,2023-09-09~2023-09-10,2,1,8,0
f004903,47,남,60,6,1,2,3,9,,4,5,2,2,50,50110,42,42130,46,46730,1,2,1,4,2,7,3,6,경상북도,강원,2인 여행(가족 외),2023-07-30~2023-07-31,5,6,1,1
f000704,41,남,50,6,1,2,3,11,,2,9,2,2,42,42750,46,46170,26,26350,3,2,2,4,6,5,6,7,경기도,강원,자녀 동반 여행,2023-05-27~2023-05-29,2,1,7,2
f008577,48,남,20,6,1,1,1,2,,7,,2,1,26,26440,26,26410,26,26710,1,1,1,1,1,1,1,1,경상남도,부산,나홀로 여행,2023-08-19~2023-08-19,5,,,0
f000956,47,여,50,6,1,2,4,3,,5,5,4,1,26,26260,47,47130,11,11215,3,5,4,5,3,4,6,3,울산광역시,경북,자녀 동반 여행,2023-06-04~2023-06-06,1,2,,3
f008794,27,여,30,5,1,1,3,4,,3,5,3,3,26,26500,26,26350,31,31110,5,5,3,1,2,6,1,4,대구광역시,부산,2인 가족 여행,2023-08-23~2023-08-23,7,3,1,1
f007810,26,여,30,6,1,1,3,3,,4,6,3,5,47,47130,48,48220,48,48310,2,4,1,2,6,6,2,7,부산광역시,경남,2인 여행(가족 외),2023-08-19~2023-08-19,3,1,7,1
f016656,48,여,20,6,1,1,3,12,,5,7,2,1,48,48240,26,26230,48,48860,4,2,2,5,5,5,2,6,경상남도,경남,2인 가족 여행,2023-09-15~2023-09-15,2,1,3,1
f000927,26,여,40,5,1,2,4,11,,1,6,3,4,48,48270,47,47130,48,48220,3,4,3,4,5,5,4,4,부산광역시,경남,자녀 동반 여행,2023-05-21~2023-05-22,3,6,8,3
f012144,11,여,20,6,1,1,3,3,,1,7,3,3,50,50130,50,50110,42,42210,3,3,3,3,3,3,4,5,서울특별시,강원,2인 여행(가족 외),2023-09-05~2023-09-05,3,2,7,1
f015504,27,남,30,6,1,1,2,2,,4,7,2,1,26,26710,11,11440,26,26500,2,2,3,4,4,6,5,4,대구광역시,경북,2인 여행(가족 외),2023-09-09~2023-09-09,2,3,6,1
f001219,26,여,40,4,1,1,1,4,,1,,3,2,50,50110,42,42150,46,46130,2,4,3,4,2,3,6,4,부산광역시,경북,2인 여행(가족 외),2023-05-21~2023-05-21,1,2,6,1
f002632,44,남,30,6,1,1,2,3,,5,7,2,1,50,50110,42,42150,46,46130,2,4,2,3,1,5,3,6,충청남도,강원,2인 여행(가족 외),2023-06-04~2023-06-05,3,1,2,1
f016389,11,남,20,5,1,1,1,4,,4,,3,3,42,42150,26,26110,11,11440,5,3,2,4,6,2,6,6,서울특별시,강원,나홀로 여행,2023-09-09~2023-09-09,7,2,6,0
f000399,41,여,20,6,1,1,2,3,,3,6,1,2,42,42210,50,50110,26,26350,1,1,4,5,6,4,5,6,경기도,강원,나홀로 여행,2023-06-01~2023-06-04,1,2,7,0
f006943,27,남,30,6,1,2,5,3,,5,9,2,2,47,47820,47,47730,42,42150,4,4,4,1,4,1,7,7,대구광역시,경북,자녀 동반 여행,2023-08-26~2023-08-26,3,7,1,3
f003639,41,남,30,6,1,2,3,3,,7,7,1,1,11,11110,41,41110,41,41130,4,6,2,5,4,5,6,4,경기도,대구,나홀로 여행,2023-06-25~2023-06-25,8,1,7,0
f003913,41,남,40,6,1,5,4,2,,2,3,2,3,42,42110,41,41820,42,42760,4,1,3,2,5,3,5,7,경기도,강원,자녀 동반 여행,2023-07-27~2023-07-28,3,2,5,3
f010028,48,여,20,6,1,1,5,13,,2,5,2,1,47,47130,27,27200,50,50130,2,4,2,3,4,5,5,5,경상남도,경북,2인 여행(가족 외),2023-08-29~2023-08-30,3,1,7,1
f009376,11,남,40,6,1,2,1,2,,5,,3,4,50,50110,26,26350,42,42150,1,1,2,2,1,6,2,7,서울특별시,강원,2인 여행(가족 외),2023-08-26~2023-08-26,3,2,1,1
f006800,31,여,20,4,1,2,2,4,,2,6,3,8,26,26710,31,31170,11,11110,1,2,2,3,3,5,2,5,울산광역시,경남,2인 가족 여행,2023-08-16~2023-08-17,2,7,1,1
f016635,42,남,20,6,1,1,4,12,,1,9,3,5,50,50130,47,47940,26,26500,4,1,1,3,4,4,2,5,강원도,강원,나홀로 여행,2023-09-14~2023-09-14,2,6,1,0
f008161,41,남,40,6,1,1,1,3,,4,,3,3,42,42150,50,50110,41,41820,4,2,1,3,4,4,4,7,경기도,강원,3인 이상 여행(가족 외),2023-08-26~2023-08-27,1,3,4,3
